stopId,stopName
860,Cabana Beach Apartments
861,Cabana Beach Apartments
862,Northbound NE 9th Street @ NE 9th Avenue
863,Northbound NE 9th Street @ NE 10th Place
864,Northbound NE 9th Street @ NE 14th Avenue
865,Department of Children and Families
866,Highland Presbyterian Church
867,Auto Audio
868,Michelle Garden Apartments
869,Fair View Apartments
870,Tacachale Center
871,Family Worship Center
872,University of Florida Eastside Campus @ Waldo Road
873,BP Gas Station @ NE 23rd Avenue
874,University of Florida East Campus Office Building
875,Bertie Heating & Air
876,Smokey Bear Park
877,Quick Mart @ NE 15th Street
878,IronWOOD Golf Course
879,Double Envelope Corporation
880,Gainesville Regional Airport Grounds
881,NE 49th AVE - Brittany Estates Neighborhood
882,NE49th AVE - PFG Foods
883,Cox Cable
884,Florida Air Conditioning
885,Nordstrom Distribution Center
886,Job Corps Center
887,BP Gas Station @ Waldo Road
888,Invivo Imaging
889,Invivo Imaging
890,GRU Water Treatment Center
891,Lewis Place @ IronWOOD Apartments
892,One Room School
893,Bertie Heating & Air
894,UF Eastside Campus @ NE 23rd Avenue
895,BP Gas Station @ NE 23rd Avenue
896,University of Florida Eastside Campus @ Waldo Road
897,Crab House
898,Rose Food Store
899,Michelle Garden Apartments
900,Auto Audio
901,Highland Presbyterian Church
902,Department of Children and Families
903,Southbound NE 9th Street @ NE 14th Avenue
904,Southbound NE 9th Street @ Ne 10th Place
905,Southbound NE 9th Street @ NE 9th Avenue
906,Southbound NE 9th Street @ NE 9th Avenue
907,Southbound NE 9th Street @ NE 9th Avenue
908,Southbound NE 9th Street @ NE 9th Avenue
909,Episcopal Children's Services
910,UF Health Family Medicine Eastside
911,Southbound Waldo Road @ NE 3rd Avenue
912,Kangaroo @ Waldo Road
913,Southbound SE 11th Street @ SE 2nd Avenue
914,Southbound SE 11th Street @ SE 2nd Avenue
915,Triangle Club
916,Westbound SE 4th Avenue @ SE 9th Street
917,Westbound SE 4th Avenue @ SE 8th Street
918,Westbound SE 4th Avenue @ SE 7th Street
919,Westbound SE 4th Avenue @ SE 6th Street
920,GRU Administration Building
921,Eastbound NW 31st Place @ NW 19th st
922,Eastbound NW 29th Road @ NW 17th Street
923,Eagle Trace Townhomes
924,Checkers @ NW 29th Road
925,The HUB
926,Leigh Hall
927,Ben Hill Griffin Stadium North End Zone
928,O'Connell Center @ Gale Lemerand
929,O'Connell Center @ Stadium Road
930,Gale Lemerand Athletic Center
931,Percy Beard Track Field
932,UF Law School
933,Westbound SW 2nd Avenue @ SW 26th Street
934,Campus Church of Christ
935,Westbound SW 2nd Avenue @ SW 30th Street
936,Publix @ SW 34th Street
937,Point West Apartments
938,Maguire Village @ SW 34th Street
939,Orthopaedics and Sports Medicine Institute
940,Orthopaedics and Sports Medicine Institute
941,Orthopaedics and Sports Medicine Institute
942,34th Street Plaza
943,Kelly's Kwik Stop
944,BBVA Compass @ Archer & 34th ST
945,Ridgemar Commons
946,Victoria Station Apartments
947,Gainesville Place Apartments @ SW 35th Place
948,Casablanca West Condominiums
949,Lexington Crossing Apartments
950,Lexington Crossing Apartments
951,Southbound SW 26th Drive @ SW 40th Place
952,Gainesville Place Apartments
953,Gainesville Place Apartments
954,Enclave Apartments
955,Gainesville Place Apartments
956,Old Archer Road @ SW 34th Street
957,Regency Oaks Apartments
958,34th Street Plaza
959,Family Housing @ SW 34th Street
960,34th Street Wall
961,Basketball Practice Facility
962,Keys Residential Complex
963,Keys Residential Complex
964,Tolbert Hall
965,Gator Corner Dining
966,Weimer Hall
967,Hunters Run Apartments
968,Campus Lodge Apartments
969,Nationwide Insurance @ Williston Road
970,Williston Plaza
971,US Post Office @ SW 34th Street
972,Laurels Apartments
973,Pickwick Park Apartments
974,Dollar General
975,Dollar General
976,Dollar General
977,Millennium Center
978,Lenox Place
979,Landmark WOODs Neighborhood
980,NW 14th Place @ NW 43rd Street
981,Northbound NW 43rd Street @ NW 16th Place
982,Northbound NW 43rd Street @ NW 18th Place
983,Millhopper Pines Apartments
984,Millhopper Square
985,Thorn Brook Shops
986,Bank of America @ NW 43rd Street
987,Millhopper Branch Library
988,Monterey Apartments
989,PineWOOD Apartments
990,Magnolia Park
991,Magnolia Park Neighborhood
992,Tire Plus @ NW 39th Avenue
993,Huntington Lakes Apartments
994,Faith Presbyterian Church
995,Summer Creek Neighborhood
996,Emerald WOODs Neighborhood
997,Robin Lane Neighborhood
998,Springhill Professional Center
999,Northridge Neighborhood
1000,The Arc
1001,Santa Fe College @ NW 83rd Street
1002,Santa Fe College @ NW 83rd Street
1003,The Arc
1004,Windsor Assisted Living
1005,Springhill Professional Center
1006,Robin Lane Neighborhood
1007,Unicorn Hill Farm
1008,Greystone Community
1009,Faith Presbyterian Church
1010,Huntington Lakes Apartments
1011,NW Grille Seafood
1012,Autumn WOODs Neighborhood
1013,Pine WOODs Apartments
1014,Allstate Insurance
1015,Southbound NW 43rd Street @ NW 33rd Court
1016,Millhopper Branch Library
1017,Sunstate Insurance
1018,CVS @ Millhopper
1019,St. Michael's Day School
1020,Southbound NW 43rd Street @ NW 19th Avenue
1021,Southbound NW 43rd Street @ NW 17th Place
1022,Southbound NW 43rd Street @ NW 15th Place
1023,Suburban Heights Neighborhood
1024,Landmark WOODs Neighborhood
1025,Landmark WOODs Neighborhood
1026,Holy Faith Catholic Church
1027,Best Buy @ Butler Plaza
1028,Pollo Tropical @ Butler Plaza West
1029,PK Yonge Developmental Research School
1030,Royal Village Apartments
1031,Royal Village Apartments
1032,Winn Dixie @ SW 6th Street
1033,Westbound Archer Road @ SW 50th Street
1034,Madison Cove Apartments
1035,Kanapaha Botanical Gardens
1036,Westgate Mobile Manor Park
1037,Einstein Montessori School
1038,A Child's Place
1039,Kanapaha Station Plaza
1040,Town & Country Veterinarians
1041,Bank of America @ Tower Square on Archer Road
1042,Publix @ Tower Square on SW 75th Street
1043,Asbury Park Apartments
1044,Kanapaha Middle School
1045,Wiles Elementary School
1046,Tower Village Apartments
1047,SW 75th Street @ SW 42nd Place
1048,Kanapaha Park
1049,Tower Road Branch Library
1050,Bellamy Grand
1051,Walgreens @ SW 24th Avenue
1052,WOODland Nursing Home
1053,Infinite Energy
1054,Tower Oaks Glenn Apartments
1055,Grove Villas Apartments
1056,Linton Oaks Neighborhood
1057,Linton Oaks Neighborhood @ SW 61st Street
1058,Shell Rock Villas Neighborhood
1059,Linton Oaks Neighborhood @ SW 64th Terrace
1060,Linton Oaks Neighborhood @ SW 9th Avenue
1061,Linton Oaks Neighborhood @ SW 64th Terrace
1062,Linton Oaks Neighborhood @ SW 61st Street
1063,Linton Oaks Neighborhood
1064,Treebecka Park Apartments
1065,Tower Oaks Glenn Apartments
1066,KISS 105.3 FM Station
1067,Carriage House Lane
1068,CVS Pharmacy @ SW 75th Street
1069,Sunrise Apartments
1070,Oak Hall School
1071,The WOODlands Neighborhood
1072,Sparrow Apartments
1073,WOODside Villas
1074,Holly Heights Apartments
1075,Eastbound SW 6th Place @ SW 69th Terrace
1076,Eastbound SW 6th Place @ SW 69th Terrace
1077,Eastbound SW 6th Place @ SW 67th Terrace
1078,Gordon Manor Neighborhood
1079,Westbound SW 8th Avenue @ SW 70th Terrace
1080,WOODside Villas Neighborhood
1081,Sparrow Apartments
1082,Sparrow Apartments
1083,Cricket Club Apartments
1084,Reflections Apartments
1085,The Gardens Apartments
1086,Fox Hollow Apartments
1087,Pine Meadow Apartments
1088,BrentWOOD Neighborhood
1089,Harbor Cove Apartments
1090,Fairfield Inn
1091,Home Depot @ NW 4th Boulevard
1092,Tower Center
1093,Park Place Car Wash
1094,Clarion Inn
1095,BP Gas Station @ Newberry Road
1096,Oaks Square Complex
1097,Oaks Mall
1098,North Florida Regional Medical Center
1099,SUBWAY@ Newberry RD
1100,West Newberry Road Nearside NW 69th Ter
1101,Tower Plaza
1102,Advance Auto Parts
1103,Tower Hill
1104,The Gardens Apartments
1105,Cricket Club Apartments
1106,The WOODlands Neighborhood
1107,Oak Hall School
1108,Sunrise Apartments
1109,Tower 24 Shopping Center
1110,Tower Road Library
1111,KenWOOD Neighborhood
1112,KenWOOD Neighborhood
1113,Tower Village
1114,Haile Plantation Neighborhood
1115,Stillwind Neighborhood
1116,ValWOOD Neighborhood
1117,Tower Square @ SW 75th Street
1118,Arredondo Farms
1119,CROM Equipment Rentals
1120,Business Park Self Storage
1121,SunState
1122,Westgate Manor Park
1123,Broken Arrow Bluff Community
1124,DogWOOD Dog Park
1125,Hailey Forest Condominiums
1126,Haystacks Housing Complex
1127,The Reserve at Kanapaha
1128,Cracker Barrel Old Country Store
1129,Burger King @ Archer Road
1130,Midas @ Archer Road
1131,Chick-Fil-A @ Archer Road
1132,Gator City (LG Only)
1133,Fraternity Row @ West Fraternity Dr
1134,Reitz Student Union
1135,Shands Visitor Parking
1136,Wilmot Gardens
1137,Savannah Place Apartments
1138,Arbor Apartments
1139,Casablanca Apartments
1140,Southbound SW 27th Street @ SW 35th Place
1141,Wilmot Gardens
1142,Hunters Run Apartments (LG only)
1143,Fraternity Row (LG Only)
1144,Fraternity Row
1145,Fraternity Row II across Springs
1146,Beta Theta Pi across Springs
1147,Beta Theta Pi across Springs
1148,Beta Theta Pi across Springs
1149,Beta Theta Pi across Springs
1150,Criser Hall
1151,Plaza of the Americas
1152,Florida Gym
1153,Tolbert Residence Hall
1154,Graham Hall
1155,Spanish Trace Apartments
1156,Windmeadows Apartments
1157,Publix @ Butler Plaza
1158,Walker Hall
1159,Phi Kappa Tau
1160,Phi Kappa Tau
1161,Springs Residence Building
1162,Springs Residence Building
1163,Sonny's Barbecue @ Waldo Road
1164,Merita Bread Box
1165,Hills Mini Storage
1166,IronWOOD Golf Course
1167,IronWOOD Golf Course
1168,NorthWOOD Oaks Neighborhood
1169,NorthWOOD Pines Neighborhood
1170,Pine Ridge Apartments
1171,Pine Ridge Apartments
1172,Pine Ridge Apartments
1173,Southwest Recreation Center
1174,Lacrosse Field
1175,Orange Grove
1176,Fifield Hall
1177,Fifield Hall
1178,Orange Grove
1179,Pressly Softball Stadium
1180,Southwest Recreation Center
1181,UF Orthopaedics Institute
1182,Park and Ride II
1183,Cultural Plaza Park and Ride 1
1184,Weed Science Building
1185,Microbiology/Cell Science Building
1186,Lakeside Residential Building
1187,Microbiology/Cell Science Building
1188,Softball Stadium @ Museum Road
1189,Corry Village
1190,Family Housing
1191,Family Housing
1192,Turlington Hall
1193,Rawlings Hall
1194,Commuter Lot Parking Garage
1195,Commuter Lot Parking Garage
1196,Animal Science Building
1197,Webb Livestock Pavilion
1198,Royal Village Apartments
1199,VA Hospital @ Archer Rd
1200,VA Hospital @ Archer Rd
1201,Greyhound Station
1202,Greyhound Station
1203,Winn Dixie @ SW 6th Street
1204,Oxford Terrace Apartments
1205,Oxford Terrace Apartments
1206,Arlington Square Apartments
1207,Century Tower
1208,Campus Walk Condominiums
1209,Oxford Terrace Apartments
1210,Oxford Terrace Apartments
1211,Oxford Terrace Apartments
1212,Oxford Terrace Apartments
1213,Lexington Crossing Apartments
1214,Corry Village
1215,Tigert Hall
1216,Arlington Square Apartments
1217,Schiebler Childrens Medical Facility
1218,Vet Medical Training Hospital @ SW 16th Avenue
1219,Webb Livestock Pavilion
1220,Campus View Place Condominiums
1221,Eastbound NW 23rd Avenue @ NW 13th Street
1222,Hearing Aid Gainesville
1223,Forest Meadows Funeral Home
1224,Graduate Apartments
1225,Alachua General Hospital @ SW 4th Avenue
1226,Jefferson 2nd Avenue Apartments
1227,Alachua County Courthouse
1228,Alachua County Courthouse
1229,Jefferson 2nd Avenue Apartments
1230,Alachua General Hospital @ SW 4th Avenue
1231,Graduate Apartments
1232,Eagle Trace Townhomes
1233,Westbound NW 31st Place @ NW 19th Street
1234,Super Wal-mart @ NE 12th Avenue
1235,Super Wal-mart @ NE 12th Avenue
1236,Cabana Beach Apartments
1237,Museum Walk Apartments
1238,Sorority Row @ SW 11th Street
1239,Caroline Manor Affordable Housing
1240,Northbound NE 25th Street @ NE 3rd Place
1241,Newell Drive across Hub
1242,Newell Drive across Hub
1243,GRU Administration Building
1244,Arlington Square Apartments
1245,Depot Park
1246,Depot Park
1247,Depot Park
1248,Parkside II Apartments
1249,Gainesville Ale House
1250,Mobil Gas Station @ Archer Road
1251,The Reserve at Kanapaha
1252,Gainesville Council on Aging
1253,Graham Hall
1254,Gator Corner Dining Facility @ Gale Lemerand
1255,Southbound SE 4th Street @ SE 11th Avenue
1256,1329 Building
1257,Westbound SW 4th Avenue @ SW 10th Street
1258,Eastbound SW 4th Avenue @ SW 10th Street
1259,Exxon Gas Station @ E University Avenue
1260,Exxon Gas Station @ E University Avenue
1261,Gardenia Gardens
1262,The Highway Church
1263,Royal Village Apartments
1264,Cottage Grove Apartments at Gainesville
1265,Westbound NW 31st AVE @ NW 21st ST
1266,Eastbound NW 31st AVE @ NW 21st ST
1267,University Commons Apartments
1268,Brandywine Apartments
1269,Archer Court Apartments
1270,Gainesville Place Apartments
1271,MarchWOOD Townhomes
1272,Eastbound SW 24th Avenue @ SW 43rd Street
1273,Kensington Apartments @ SW 38th Terrace
1274,Krystal @ Newberry Road
1275,Westbound Newberry Road @ Fort Clarke Boulevard
1276,Paddock Club Apartments
1277,Legacy @ Fort Clarke Apartments
1278,Northbound Fort Clarke Boulevard @ Eagle Point
1279,Hidden Oak Elementary School
1280,Hidden Oak Elementary School
1281,Eastbound NW 23rd Avenue @ NW 88th Street
1282,Westbound NW 23rd Avenue @ NW 88th Street
1283,Ft Clarke Middle School
1284,Ft Clarke Middle School
1285,Southbound Fort Clarke Boulevard @ Eagle Point
1286,Legacy @ Fort Clarke Apartments
1287,Paddock Club Apartments
1288,Eastbound Newberry Road @ Fort Clarke Boulevard
1289,Pepboys Auto @ Newberry RD
1290,Alachua County Courthouse
1291,Westbound NW 29th Road @ NW 13th Street
1292,Westbound NW 29th Road @ NW 18th Street
1293,Campus View Place Condominiums
1294,Southbound SW 10th ST at SW 4th Ave (Deco 39)
1295,Stratford Court Apartments
1296,Ivy House Apartment
1297,100 SE 10th Ave Westbound
1298,100 SE 10th Ave Eastbound
1299,Kohl's Department Store @ SW 34th ST
1300,HH Gregg @ SW 34th ST
1301,Stoneridge Apartments
1302,Greenwich Green Apartments
1303,O2B Kids @ SW 37th BLVD
1304,Regions Bank @ Archer Road
1305,Best Buy @ Butler Plaza
1306,Publix @ Butler Plaza
1307,Alarion Bank @ 34th ST
1308,US Post Office @ SW 34th Street
1309,Williston Plaza
1310,Walker Furniture
1311,Westbound Depot Avenue @ SW 3rd Street
1312,Eastbound Depot Avenue @ SW 3rd Street
1313,Bed and Breakfast District
1314,Bed and Breakfast District
1315,Super Wal-Mart @ Waldo Road
1316,Super Wal-Mart @ Waldo Road
1317,GRACE Marketplace
1318,GRACE Marketplace
1319,Gainesville Regional Airport Outbound
1320,Gainesville Regional Airport
1321,The Enclave Apartments
1322,Rocky Point Apartments
1323,College Manor Apartments
1324,Sorority Row
1325,Division of Blind Services
1326,UF Counseling and Wellness Center
1327,Eastbound SW 7th AVE @ SW 12th ST
1328,Eastbound SW 7th AVE @ SW 10th ST
1329,Alachua County Juvenile Detention
1330,Alachua County Juvenile Detention
1331,Outside Cabana Beach
1332,Outside Cabana Beach
1333,Enclave 1
1334,Enclave 2
1335,Enclave 2
1336,Enclave 2
1337,Enclave 5
1338,Sonny's Barbecue @ Waldo Road
1339,Merita Bread Box
1340,Butler Plaza 2
1341,Enclave 4
1342,Royal Village
1343,Gainesville Senior Recreational Center
1344,Westbound NE 8th AVE @ 7th TER
1345,Westbound NE 8th AVE @ NE 5th ST
1346,Oak Park
1347,Ivy House
1348,Ashton Lane
1349,Hilton Garden Inn
1350,B&B Office Systems
1351,Hailey Gardens
1352,Forest Park
1353,College Park @ NW 17th ST
1354,College Park @ NW 4th AVE
1355,Institute of Hispanic/Latino Culture
1356,Dauer Hall
1357,College of Veterinary Medicine
1358,SW 16TH Avenue Building A
1359,Gainesville Healthcare Center
1360,The Estates
1361,Gainesville Rock Gym
1362,UF & Shands Family Medicine Main Street
1363,UF Health Parking Garage 2
1364,Southbound SE 19th TER @ SE 12th AVE
1365,Southbound NW 15th ST @ NW 3rd AVE
1366,Westbound NW 8th AVE @ NW 4th ST
1367,Eastbound SE 2nd AVE @ SE 10th ST
1368,Westbound SE 2nd AVE @ SE 10th ST
1369,Eastbound SW 4th Avenue @ SW 3rd ST
1370,Westbound SW 4th AVE @ SW 3rd ST
1371,University Commons @ Archer Road
1372,Newberry Rd @ NW 75th
1373,CVS @ SW 13th ST
1374,Westbound NW 39th AVE @ NW 19th TER
1375,Westbound NW 39th AVE @ NW 17th TER
1376,Westbound NW 39th AVE @ NW 15th ST
1377,CVS - NW 39th AVE @ NW 13th ST
1378,Westbound NW 39th AVE @ NW 12th ST
1379,Westbound NW 39th AVE @ NW 10th ST
1380,Westbound NW 39th AVE @ NW 7th ST
1381,Publix - NW 39th AVE @ NW 13th ST
1382,Eastbound NW 39th AVE @ NW 16th ST
1383,Eastbound NW 39th AVE @ NW 17th TER
1384,Metrocorp Center
1385,Foxfire WOODs Neighborhood
1386,Breckenridge Neighborhood
1387,Sable Chase Neighborhood
1388,Sable Chase Neighborhood
1389,Eastbound NW 39th AVE @ NW 37th ST
1390,The Valley Neighborhood
1391,Metrocorp Center
1392,Northbound NW 55th ST @ NW 9th LN
1393,Northbound NW 55th ST @ NW 14th AVE
1394,Southbound NW 55th ST @ NW 14th AVE
1395,Southbound NW 55th ST @ NW 9th LN
1396,Eastbound SW 24th AVE @ SW 61st ST
1397,Westbound SW 24th AVE @ SW 61st ST
1398,Westbound SW 24th AVE @ SW 75th ST
1399,Westbound SW 24th AVE @ SW 81st ST
1400,Westbound SW 24th AVE @ SW 84th ST
1401,Westbound 25th LN  @ SW 87th DR
1402,Westbound SW 87th DR @ SW 91st ST
1403,Haile Market Square
1404,Eastbound SW 24th AVE @ SW 87th WAY
1405,Eastbound SW 24th AVE @ SW 84th ST
1406,Eastbound SW 24th AVE @ SW 81st ST
1407,Eastbound SW 24th AVE @ SW 76th ST
1408,Eastbound NW 5th AVE @ NW 17th ST
1409,Northbound NW 17th ST @ NW 7th AVE
1410,Eastbound NW 7th AVE @ NW 15th ST
1411,Eastbound NW 7th AVE @ NW 13th ST
1412,College Park @ NW 5th AVE
1413,College Park @ NW 17th ST
1414,Northbound NW 17th ST @ NW 5th AVE
1415,Family Dollar @ NE 23rd AVE
1416,Butler Plaza @ Windmeadows BLVD
1417,Wade Raulerson
1418,Cade Museum on Depot AVE
1419,Dollar General on S Main ST
1420,Southbound SW 13th ST @ SW 13th AVE
1421,Well Fargo @ Oaks Mall
1422,Best Buy @ Windmeadows BLVD
1423,Best Buy @ Windmeadows BLVD
1424,Springtree Park
1425,Springtree Park
1426,Baby Gator
1427,Holy Faith Catholic Church
1428,FDOT Operations Center
1429,NE 39th Ave @ Waldo Rd
1430,NE 39th Ave @ Waldo Rd
1431,Health Park
1432,Unity of Gainesville
1433,Walgreens
1434,Walgreens
1435,Santa Fe Apt
1436,Santa Fe West Entrance
1437,SF Fitness Center
1438,SF Fitness Center
1439,Cohens Temple
1440,Mt. Olive Primitive Baptist Church
1441,Lewis Place @ IronWOOD Apartments
1442,North Point @ IronWOOD
1443,North Point @ IronWOOD
1444,University House
1445,Westbound NW 23rd Avenue @ NW 2nd Street
1446,GlenWOOD Plaza
1447,Gardenia Gardens
1448,Northwest 8 Avenue @ farside NW 4th St
1449,Sonic Drive Inn
1450,Northside Shopping Center West
1451,Northside Shopping Center East
1452,La Mancha North
1453,St. Patrick Catholic Church
1454,Northeast Park
1455,Walmart Northbound
1456,NE 49th AVE
1457,Physical Plant Radio Road
1458,Northside Family Housing
1459,Kensington Apartments Eastside
1460,Enclave 3
1461,Lake Wauburg North Park
1462,NE 18 ST @ NE 3 AVE
1463,NE 18 ST @ NE 3 AVE
1464,NE 18th St
1465,NE 18th St
1466,NE 18th St @ NE 8th Ave
1467,NE 18th St @ NE 8th Ave
1468,Gainesville Scooter
1469,Eastbound University Avenue @ SW 23rd DR
1470,Women's Club
1471,Domino's Pizza
1472,Kauffman Tires
1473,Fire Station
1474,Renaissance Jewelers
1475,President's Park
1476,McDonalds
1477,Kangaroo Station
1478,Great Lakes Carpet @ NW 53rd Avenue
1479,Sorrento New Home Community
1480,Rahma Mercy Clinic
1481,Cancer/Genetics Research Complex
1482,Lake Alice Conservation Area
1483,aloft Hotel @ Hull Rd Eastbound
1484,Varsity House Apartments @ SW 38th Ter
1485,Forest Park (Inside)
1486,Campus Circle Apartments @ 38th Ter
1487,New RTS Maintenance Facility North
1488,New RTS Maintenance Facility South
1489,Aloft Hotel @ Hull Rd Westbound
1490,Lake Wauburg South Shore
1491,Tax Collector @ Butler Plaza Eastbound
1492,Lowe's @ Butler Plaza Westbound
1493,Butler Plaza RTS Transfer Station
1494,NE 15th St @ NE 19th Ln
1495,NE 15th St @ NE 19th Pl
1496,Family Dollar Shopping Center
1497,Alachua School Bus Parking Lot
1498,NE 15th St @ NE 3rd Ave Farside
1499,NE 15th St @ NE 3rd Ave Nearside
1500,NE 15th St @ NE 7th Ave
1501,NE 15th St @ NE 8th Ave
1502,Northbound Metcalfe Elementary School
1503,Southbound Metcalfe Elementary School
1504,PPG Paints Store
1505,Planned Furnishings
1506,The Trophy Shop
1507,UF & Shands at Springhill
1508,Commuter Lot (Outside the Lot)
1509,Loblolly WOODs South Entrance
1510,Southbound NW 34th St @ 5th Ave
1511,Northbound NW 34th St @ NW 8th Ave
1512,Southbound NW 34th St @ NW 7th Ave
1513,Westside Recreation Center
1514,LittleWOOD Elementary School
1515,Northbound WestWOOD Middle School
1516,Southbound WestWOOD Middle School
1517,Northbound NW 34th St @ NW 16th Ave
1518,Greenbriar Terrace Community
1519,Northbound NW 34th St @ NW 21st Pl
1520,Southbound NW 34th St @ NW 21st Pl
1521,Northbound NW 34th St @ NW 26th Ave
1522,Southbound NW 34th St @ NW 26th Pl
1523,Northbound NW 34th St @ NW 33rd Ln
1524,Southbound NW 34th St @ NW 33rd Ln
1525,Northbound NW 34th St @ NW 31st Blvd
1526,Southbound NW 34th St @ NW 37th Ave
1527,Northbound NW 43rd St @ NW 39th Ave
1528,Southbound NW 43rd St @ NW 41st Pl
1529,PineWOOD Terrace Community
1530,Southbound NW 43rd St @ NW 44th Ave
1531,Northbound NW 43rd St @ NW 46th Ave
1532,Southbound NW 43rd St @ NW 46th Ave
1533,Northbound NW 43rd St @ NW 48th Pl
1534,Hunter's Crossing Apartments
1535,Northbound NW 34th St @ NW 31st Ave
1536,Southbound NW 34th St @ NW 30th Pl
1537,Walgreens on NW 43rd Street
1538,Hunter's Crossing Shopping Center
1539,Possum Creek Park
1540,Kiwanis Challenge Park
1541,Old Archer Rd. @ Gainesville Place Ent
1542,The Polos Southwest Entrance
1543,NW 2nd St @ NW 16th Ave Northbound
1544,Sisler Hall
1545,Fresenius Medical Care
1546,The Clock Restaurant
1547,Sam's Club Westbound
1548,Sam's Club Eastbound
1549,Hilton Garden Inn
1550,Hotel Eleo @ SW 16th Ave Westbound
1551,Social Security Administration
1552,Kangaroo Excpress @ Newberry/Tower Road
1553,Alachua County Health Department
1554,Pod @ Plaza Blvd Westbound
1555,Pod @ Plaza Blvd Eastbound
1556,The Ridge @ SW 38th Ter Southbound
1557,The Ridge @ SW 38th TER Northbound
1558,Clark Butler BLVD@ Plaza BLVD northbound
1559,Clark Butler BLVD @ Plaza southbound
1560,EastWOOD Meadows Community
1561,Haile Plantation I
1562,Haile Plantation II
1563,Haile Plantation III
1564,Bulter Plaza Walmart Supercenter
1565,Butler Plaza RTS
1566,The Standard
1567,UF Health
1568,Wildflower Apartments
1569,Alachua PNR
1570,Lake City PNR
1571,Tioga
1572,Newberry PNR
1573,Trenton PNR
1574,E. University Ave Microbus
1575,E. Hawthorne Rd Microbus
1576,Lake City PNR
1577,Lake City PNR
1578,Celebration Pointe PNR
1579,Outside of Butler Plaza TS
1580,Celebration Pointe at Regal Cinema 10
1581,McKnight Brain Institute
1582,Fifield PNR
1583,Duckpond
1584,Aero Apartments
1585,Northbound NW 6th St @ NW 3rd Ave
1586,Southwest Downtown Parking Garage @ SW 2nd St
1587,SW 2nd Ave @ SW 12th St Eastbound
1588,Innovation Square
1589,Chiles Elementary WB
1590,Chiles Elementary EB
1591,Elementary School 'I'
1592,KFC @ Archer Rd
1593,Circle K @ NW 13th St
1594,AT&T Store  @ NW 4th Place
1595,UF Heart Hospital Parking
1600,Markets West
1601,Markets West
1602,Abiding Savior Lutheran Church
1603,Westside Baptist Church
1604,Ellis Park
1605,Ellis Park
1606,Fort Clarke Middle School
1607,Fort Clarke Middle School
1608,Shell Rock Villas Neighborhood
1609,JONESVILLE ARBOR GREENS
1610,JONESVILLE PUBLIX
1611,NW 2ND LANE
1612,                          TOWN OF TIOGA
1613,                          TOWN OF TIOGA
1614,                     CELEBRATION POINT
1615,                    VA MEDICAL CLINIC
1616,                   HAILE PLANTATION
1617,                  HAILE PLANTATION
1618,              QUEEN OF PEACE CHURCH
1619,                QUEEN OF PEACE CHURCH
1620,             HAILE MARKET SQUARE
1621,              GORDON MANOR
